0,Conakry
1,Gueckedou
2,Macenta
3,Dabola
4,Kissidougou
5,Telimele
6,Boffa
7,Kouroussa
8,Siguiri
9,Pita
10,Nzerekore
11,Yomou
12,Dubreka
13,Forecariah
14,Kerouane
15,Coyah
16,Dalaba
17,Beyla
18,Kindia
19,Lola
