2014-06-16	0
2014-06-17	0
2014-06-22	0
2014-06-24	0
2014-06-25	0
2014-06-28	0
2014-06-29	0
2014-07-01	0
2014-07-02	0
2014-07-03	0
2014-07-07	0
2014-07-08	0
2014-07-10	0
2014-07-13	0
2014-07-17	0
2014-07-20	0
2014-07-24	0
2014-07-26	0
2014-08-02	0
2014-08-04	0
2014-08-12	0
2014-08-15	0
2014-08-17	0
2014-08-18	0
2014-08-20	0
2014-08-25	0
2014-08-28	0
2014-09-01	0
2014-09-02	0
2014-09-03	0
2014-09-04	0
2014-09-05	0
2014-09-06	0
2014-09-07	0
2014-09-08	0
2014-09-10	0
2014-09-11	0
2014-09-12	0
2014-09-13	0
2014-09-14	0
2014-09-15	0
2014-09-16	0
2014-09-17	1
2014-09-20	1
2014-09-21	1
2014-09-23	6
2014-09-25	6
2014-09-26	6
2014-09-27	6
2014-09-28	6
2014-09-30	6
2014-10-01	6
2014-10-03	6
2014-10-04	6
2014-10-05	6
2014-10-07	6
2014-10-08	6
2014-10-09	6
2014-10-10	6
2014-10-11	6
2014-10-12	6
2014-10-13	6
2014-10-16	6
2014-10-17	6
2014-10-18	6
2014-10-19	6
2014-10-20	6
2014-10-21	6
2014-10-22	6
2014-10-23	6
2014-10-24	6
2014-10-25	6
2014-10-27	6
2014-10-28	6
2014-10-29	6
2014-10-30	6
2014-10-31	304
2014-11-02	304
2014-11-04	304
